=== CARS MISSING DEPRECIATION VALUES ===
Make                 | Model                          | Chassis/VIN         
MASERATI             | GHIBLI                         | ZAMRT57F5G1177813   
MASERATI             | GHIBLI                         | ZAMXS57F6J1288677   
MASERATI             | GHIBLI                         | ZAMRS57F4G1177868   
MASERATI             | GHIBLI                         | ZAMRS57F4E1117909   
MASERATI             | GHIBLI                         | ZAM57RSS2H1218916   
LINCOLN              | MKX                            | 2LMTJ8KR8GBL37755   
MASERATI             | GHIBLI                         | ZAM57XSA8J1293329   
MASERATI             | GHIBLI                         | ZAMXS57F8NX406571   
KIA                  | CARENS                         | KNAHG8118D7417221   
KIA                  | CARENS                         | KNAFG521687108230   
LINCOLN              | MKX                            | 2LMDU88C08BJ20703   
MASERATI             | GHIBLI                         | ZAMSS57F7F1133962   
KIA                  | CARENS                         | KNAFG521197246730   
MASERATI             | GHIBLI                         | ZAM57YTA7K1322101   
LINCOLN              | MKX                            | 2LMDJ8JK9DBL07782   
LINCOLN              | MKX                            | 1LNHL9FT0AG602448   
LINCOLN              | MKX                            | 2LMDJ8JK0D8L01952   
MASERATI             | GHIBLI                         | ZAM57YTG7J1287644   
MASERATI             | GHIBLI                         | ZAMRTS7F2F1136795   
MASERATI             | GHIBLI                         | ZAMXS57F8L1345741   
LINCOLN              | MKX                            | 2LMPJ6KR9JBL42525   
KIA                  | CARENS                         | KNAHT8124F7079193   
KIA                  | CARENS                         | KNAFG521877067999   
KIA                  | CARENS                         | RFHHT512BFS000022   
MASERATI             | GHIBLI                         | ZAMXS57F5K1324599   
MASERATI             | GHIBLI                         | ZAMYS57F5K1309847   
KIA                  | CARENS                         | KNAGN418BGA607434   
LINCOLN              | MKX                            | 2LMDU88C37BJ15591   
LINCOLN              | MKX                            | 2LMDJ8JK3BBJ01905   
KIA                  | CARENS                         | KNAGN418BGA607434   
KIA                  | CARENS                         | KNFSTZ76AJK217176   
LINCOLN              | MKX                            | 2LMPJ6KR1HBL12977   
LINCOLN              | MKX                            | 2LMPJ8KP4HBL22154   
LINCOLN              | MKX                            | 2LMTJ8KP7GBL53072   
LINCOLN              | MKX                            | 2LMPJ8LP4GBL66023   
LINCOLN              | MKX                            | 2LMPJ6LR1HBL16302   
LINCOLN              | MKX                            | 2LMPJ8KP9JBL21328   
KIA                  | CARENS                         | KNAFG521397258166   
LINCOLN              | MKX                            | 2LMDJ8JK7BBJ20750   
LINCOLN              | MKX                            | 2LMPJ6JR2JBL21310   
KIA                  | CARENS                         | KNAHU8111F7069144   
LINCOLN              | MKX                            | 2LMDJ8JK5EBL12950   
LINCOLN              | MKX                            | 2LMPJ8LP9GBL25404   
LINCOLN              | MKX                            | 2LMHJ5NK4KBL04456   
LINCOLN              | MKX                            | 2LMPJ6JR4HBL22145   
LINCOLN              | MKX                            | 2LMDJ8JKXCBL10317   
LINCOLN              | MKX                            | 2LMPJ8LP2JBL34436   
LINCOLN              | MKX                            | 2LMTJ6JR9GBL45238   
KIA                  | CARENS                         | KNAHT8124H7176526   
KIA                  | CARENS                         | KNAFC526665439714   
LINCOLN              | MKX                            | 2LMDU88C39BJ06330   
LINCOLN              | MKX                            | 2LMDJ8JK3CBL19554   
KIA                  | CARENS                         | KNAHG81A4B7345043   
KIA                  | CARENS                         | KNAHH81A8C7373376   
CHEVROLET            | TRAILBLAZER                    | 1GNET16P136207268   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S852337689   
CHEVROLET            | TRAILBLAZER                    | KL79MRSL5PB083024   
TESLA                | MODEL Y                        | LRW3E7EL3MC299723   
CHEVROLET            | TRAILBLAZER                    | MMM156PB4JH610892   
TESLA                | MODEL Y                        | 5YJYGDEE7LF026174   
CHEVROLET            | TRAILBLAZER                    | 1GNET16M656173529   
CHEVROLET            | TRAILBLAZER                    | MMM156FB6LH622000   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13SX22382418   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S482180540   
VOLKSWAGEN           | BEETLE                         | 3VWRF31Y46M320436   
VOLKSWAGEN           | BEETLE                         | 3VWZZZ113VM528401   
TESLA                | MODEL Y                        | 5YJYGDEE2MF061352   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ1M626944   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S042306628   
CHEVROLET            | TRAILBLAZER                    | 1GNEV18K2KF136897   
VOLKSWAGEN           | BEETLE                         | 3VWFD7AT2JM701716   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ7M552619   
CHEVROLET            | TRAILBLAZER                    | 1GNDT335392127812   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S342438783   
CHEVROLET            | TRAILBLAZER                    | 1GKEV18K5LF517139   
VOLKSWAGEN           | BEETLE                         | 3VWPF31Y08M401928   
CHEVROLET            | TRAILBLAZER                    | MMM156PB2HH643321   
VOLKSWAGEN           | BEETLE                         | 3VWF17AT7GM631504   
VOLKSWAGEN           | BEETLE                         | WVWBF6AT6HM607673   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S832176340   
CHEVROLET            | TRAILBLAZER                    | MMM156FB4LH622559   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S142373447   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZAM002913   
VOLKSWAGEN           | BEETLE                         | WVWBF6AT1HM609900   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ5M508201   
VOLKSWAGEN           | BEETLE                         | 3VWF17ATXHM601608   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ3M611986   
CHEVROLET            | TRAILBLAZER                    | MMM156MB0KH642549   
CHEVROLET            | TRAILBLAZER                    | 1GBEL19W5YB156792   
VOLKSWAGEN           | BEETLE                         | 3VWJP7AT0CM646509   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZYM613118   
VOLKSWAGEN           | BEETLE                         | 3VWFD7ATXJM703925   
VOLKSWAGEN           | BEETLE                         | WVWBF6AT4FM600301   
VOLKSWAGEN           | BEETLE                         | WVWBF6AT9FM612296   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZYM610451   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ5M512410   
VOLKSWAGEN           | BEETLE                         | 3VWZZZ113VM524819   
CHEVROLET            | TRAILBLAZER                    | 1GNEV18K3LF171840   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S372121848   
Nissan               | Pathfinder                     | 5N1DR3MR5RC244154   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13SX52206036   
VOLKSWAGEN           | BEETLE                         | 3VWF17AT6FM648552   
VOLKSWAGEN           | BEETLE                         | 3VW5DAAT5KM501780   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ3M610572   
TESLA                | MODEL Y                        | 5YJYGDEE5LF010796   
CHEVROLET            | TRAILBLAZER                    | MMM156MD4DH658581   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ1M635403   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZAM012359   
CHEVROLET            | TRAILBLAZER                    | KL79MMS26MB009522   
CHEVROLET            | TRAILBLAZER                    | MMM156MB6HH643312   
VOLKSWAGEN           | BEETLE                         | 3VW517AT0FM823681   
VOLKSWAGEN           | BEETLE                         | 3VWF17AT4EM640237   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ4M500840   
CHEVROLET            | TRAILBLAZER                    | KL79MSSL1MB051755   
VOLKSWAGEN           | BEETLE                         | 3VWFD7AT1KM709999   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ2M617570   
CHEVROLET            | TRAILBLAZER                    | 1GNET13M282254849   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ4M516381   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ2M610729   
CHEVROLET            | TRAILBLAZER                    | MMM156MBXJH616278   
Nissan               | Pathfinder                     | 5N1DR3MPXNC273951   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S822381140   
VOLKSWAGEN           | BEETLE                         | 3VWFP7AT3EM620026   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S762139087   
CHEVROLET            | TRAILBLAZER                    | MMM156MD9DH658446   
VOLKSWAGEN           | BEETLE                         | 3VWF17AT4GM637339   
VOLKSWAGEN           | BEETLE                         | WVWBF6AT5GM601698   
VOLKSWAGEN           | BEETLE                         | 3VWFF31Y47M411534   
VOLKSWAGEN           | BEETLE                         | 3VWVA7AT5CM663096   
VOLKSWAGEN           | BEETLE                         | WVWBF6AT6GM600253   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13S272193172   
CHEVROLET            | TRAILBLAZER                    | 1GNET16S256165183   
CHEVROLET            | TRAILBLAZER                    | KL79MRSL8PB158640   
Nissan               | Pathfinder                     | 5N1DR3MP7NC221418   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ6M513191   
VOLKSWAGEN           | BEETLE                         | 3VW517AT9HM818742   
CHEVROLET            | TRAILBLAZER                    | 1GNDT33S092122597   
CHEVROLET            | TRAILBLAZER                    | MMM156FB2JH607622   
CHEVROLET            | TRAILBLAZER                    | 1GNET16M766149547   
CHEVROLET            | TRAILBLAZER                    | MMM156PB0KH642546   
VOLKSWAGEN           | BEETLE                         | 3VW5P7ATXDM801392   
CHEVROLET            | TRAILBLAZER                    | MMM156PB2JH607649   
CHEVROLET            | TRAILBLAZER                    | 1GNDS13S382189667   
TESLA                | MODEL Y                        | 5YJYGDEE2MF085201   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ9M556611   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ9M553572   
VOLKSWAGEN           | BEETLE                         | 3VWJX7AT7DM675071   
Nissan               | Pathfinder                     | 5N1DR2MM3LC619917   
CHEVROLET            | TRAILBLAZER                    | MMM156FB5KH604909   
CHEVROLET            | TRAILBLAZER                    | 1GNDT13SX32219432   
Nissan               | Pathfinder                     | 5N1DR3MP0PC277476   
Nissan               | Pathfinder                     | 5N1AR2MM7GC620531   
VOLKSWAGEN           | BEETLE                         | WVWZZZ9CZ8M550018   
JEEP                 | COMPASS                        | 3C4NJDBB6KT800235   
LEXUS                | LX600                          | JTJPB7CX5P4030931   
LINCOLN              | TOWN CAR                       | 1LNHM82V66Y620808   
JEEP                 | COMPASS                        | 1C4NJDBB5GD509528   
JEEP                 | COMPASS                        | 1J4NF5FB4BD272597   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG3FH534872   
LAND ROVER           | DISCOVERY SPORT                | SADCA2BN5HA084289   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BX6KH799179   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BX5JH760291   
LEXUS                | LX600                          | JTJPB7CX7P4032034   
JEEP                 | COMPASS                        | 1C4NJDEB3ED521623   
LAND ROVER           | DISCOVERY SPORT                | L2CCA2B12RG179969   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2140JZ702097   
LINCOLN              | TOWN CAR                       | 2LNHM82W88X639873   
LAND ROVER           | DISCOVERY SPORT                | SALCT2BG8GH564154   
LAND ROVER           | DISCOVERY SPORT                | SALCJ2FX5LH842616   
LAND ROVER           | DISCOVERY SPORT                | SALCJ2FX0MH888811   
LAND ROVER           | DISCOVERY SPORT                | L2CCA2B10SG187347   
LAND ROVER           | DISCOVERY SPORT                | SALCT2BG2FH500433   
JEEP                 | COMPASS                        | 1C4NJDAB9ED514228   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG2FH536368   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2140KZ703090   
LEXUS                | LX600                          | JTJPB7CX3R4053109   
LAND ROVER           | DISCOVERY SPORT                | SALCR2GX6KH784490   
LAND ROVER           | DISCOVERY SPORT                | SALCT2FX0NH909894   
LEXUS                | LX600                          | JTJPB7CX3R4060626   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG7GH589584   
LAND ROVER           | DISCOVERY SPORT                | SALCT2FX4LH865282   
LEXUS                | LX600                          | JTJPB7CX0S4082203   
JEEP                 | COMPASS                        | 1C4NJDCB6GD588397   
JEEP                 | COMPASS                        | 1C4NJDCB9CD562497   
JEEP                 | COMPASS                        | 3C4NJCCB5LT211364   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2148KZ702267   
LEXUS                | LX600                          | JTJPBBCX6P4013980   
JETOUR               | UNKNOWN                        | SQRF4J20BBRJ02141   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS5146JZ703403   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS5147LZ700786   
LAND ROVER           | DISCOVERY SPORT                | SALCP2RX9JH752795   
LINCOLN              | TOWN CAR                       | 1LNHM85W84Y618298   
LINCOLN              | TOWN CAR                       | 1LNHM81W44Y615842   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BXXJH757516   
LAND ROVER           | DISCOVERY SPORT                | SALCP2BG4GH575978   
JEEP                 | COMPASS                        | 1J4NF5FB4BD145980   
LEXUS                | LX600                          | JTJPB7CX8T4095993   
JEEP                 | COMPASS                        | 3C4NJCCB0KT662815   
JEEP                 | COMPASS                        | 1C4PJMDS8EW271844   
JEEP                 | COMPASS                        | 3C4NJDDN7PT566525   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BX7JH763385   
JEEP                 | COMPASS                        | 3C4NJDCB7JT101967   
LEXUS                | LX600                          | JTJPB7CX5R4065195   
LINCOLN              | TOWN CAR                       | 1LNHM81V27Y624311   
LINCOLN              | TOWN CAR                       | 2LNBL8CV3BX753947   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS5148KZ701265   
SMART                | UNKNOWN                        | WME4524341L022323   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BX1KH798151   
BYD                  | UNKNOWN                        | LC0FD1C4XR5349725   
LAND ROVER           | UNKNOWN                        | SALVA2BG8FH015812   
LEXUS                | LX600                          | JTJPB7CX2N4012027   
JEEP                 | COMPASS                        | 3C4NJDBB1MT528924   
LINCOLN              | TOWN CAR                       | 1LNHM82V86Y610751   
LINCOLN              | TOWN CAR                       | 1LNHM82VX7Y600675   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2146JZ700905   
HYUNDAI              | UNKNOWN                        | KMHTC61E16U246409   
LINCOLN              | TOWN CAR                       | 2LNHM82V99X624081   
LEXUS                | LX600                          | JTJPB7CXXS4070835   
LEXUS                | LX600                          | JTJPB7CX4P4027339   
LEXUS                | LX600                          | JTJAB7CX3P4019982   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS5142KZ700919   
LAND ROVER           | DISCOVERY SPORT                | SALCP2BG7GH554008   
LAND ROVER           | DISCOVERY SPORT                | SALCL2FX9MH899302   
LEXUS                | LX600                          | JTJPB7CX1S4068729   
LEXUS                | LX600                          | JTJPB7CX8P4033662   
JEEP                 | COMPASS                        | 3C4NJDCB5KT805778   
LAND ROVER           | DISCOVERY SPORT                | SALCJ2FX2LH845926   
LAND ROVER           | DISCOVERY SPORT                | SALCT2FX4NH912748   
LEXUS                | LX600                          | JTJAB7CX7P4024179   
LINCOLN              | TOWN CAR                       | 2LNBL8CV6BX763341   
LEXUS                | LX600                          | JTJMB7CX8N4005439   
LAND ROVER           | DISCOVERY SPORT                | SALCR2FX5KH789438   
LINCOLN              | TOWN CAR                       | 9Y89S650537          (Error: No module named 'shap')
JEEP                 | COMPASS                        | 3C4NJDAB8JT126816   
LEXUS                | LX600                          | JTJPB7CX3S4085841   
LINCOLN              | TOWN CAR                       | 2LNHM84W39X605080   
MITSUBISHI           | ECLIPSE CROSS                  | JA4AS3AA2LZ034068   
JEEP                 | COMPASS                        | 3C4NJCBB3LT199037   
JEEP                 | COMPASS                        | 1C4NJDCBXED517510   
JEEP                 | COMPASS                        | 3C4NJDCB9JT372822   
JEEP                 | COMPASS                        | 3C4NJDCB5KT805778   
LEXUS                | LX600                          | JTJPB7CX5P4022456   
LEXUS                | LX600                          | JTJGB7CX8S4071868   
LINCOLN              | TOWN CAR                       | 2LNBL8CV0AX615992   
LEXUS                | LX600                          | JTJPB7CX4R4054916   
FORD                 | UNKNOWN                        | 1FDXE4FSXHDC47462   
LEXUS                | LX600                          | JTJPB7CXXN4013409   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LST143MZ700242   
LEXUS                | LX600                          | JTJPB7CX6N4011317   
JEEP                 | COMPASS                        | 1C4NJDCB7FD207350   
JEEP                 | COMPASS                        | LA61BAA39GB502989   
JEEP                 | COMPASS                        | 3C4NJDAB8KT754201   
Lexus                | LX600                          | JTJPBBCX3R4041318   
LAND ROVER           | DISCOVERY SPORT                | L2CCA2B18SG187547   
JEEP                 | COMPASS                        | 1J8FF47W97D116478   
LAND ROVER           | DISCOVERY SPORT                | SALCK2FX8LH847631   
CHERY                | UNKNOWN                        | LNNBBDAT2SD022828   
JEEP                 | COMPASS                        | 3C4NJDBB7KT653326   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2141LZ702757   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG5FH538907   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG2GH544617   
LAND ROVER           | DISCOVERY SPORT                | SALCT2BG6HH702081   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS5148LZ701879   
LEXUS                | LX600                          | JTJPBBCXXN4000646   
LINCOLN              | TOWN CAR                       | 1LNHM83W73Y647728   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG8FH528713   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG8GH572986   
JEEP                 | COMPASS                        | 3C4NJDCB2KT704567   
LINCOLN              | TOWN CAR                       | 2LNBL8CV5AX752720   
JEEP                 | COMPASS                        | 1C4NJDCB3ED651534   
JEEP                 | COMPASS                        | 1J8FF47W47D356182   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG3GH598363   
LINCOLN              | TOWN CAR                       | 1LNHM82W15Y620478   
LINCOLN              | TOWN CAR                       | 2LNHM82V18X643125   
LEXUS                | LX600                          | JTJPB7CX5T4090508   
JEEP                 | COMPASS                        | 1C4NJDCB6DD172846   
JEEP                 | COMPASS                        | 3C4NJDBB1LT163773   
LEXUS                | LX600                          | JTJPB7CX0R4044531   
LEXUS                | LX600                          | JTJPB7CX0P4037334   
BYD                  | UNKNOWN                        | LCOFD1C4XS5081474   
JEEP                 | COMPASS                        | 3C4NJCBB2LT224560   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS5141LZ701013   
INFINITI             | UNKNOWN                        | JN8AZ2NE7K9228512   
LEXUS                | LX600                          | JTJPBBCX8N4003111   
LEXUS                | LX600                          | JTJPBACX1R4039299   
JEEP                 | COMPASS                        | 1J8FF57W97D160650   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS5140JZ701050   
LINCOLN              | TOWN CAR                       | 1LNBM82F8JY826560   
JEEP                 | COMPASS                        | ZACNJDAB7MPN08215   
JEEP                 | COMPASS                        | 3C4NJDBB3JT237398   
JEEP                 | COMPASS                        | 3C4NJDDB1KT655831   
JEEP                 | COMPASS                        | 1J4NF1FB9BD225896   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG3GH544769   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2146JZ700886   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2147KZ701420   
LAND ROVER           | DISCOVERY SPORT                | SALCR2BGXFH534523   
LEXUS                | LX600                          | JTJPB7CX3P4022553   
LAND ROVER           | DISCOVERY SPORT                | SALCT2FX0MH888284   
LINCOLN              | TOWN CAR                       | 1LNBM81F9JY767942   
LEXUS                | LX600                          | JTJPBACX3S4077154   
LAND ROVER           | DISCOVERY SPORT                | SALCP2FX6KH785517   
LEXUS                | LX600                          | JTJPB7CX2S4068867   
MITSUBISHI           | ECLIPSE CROSS                  | JE4LS2144KZ702220   
LEXUS                | LX600                          | JTJGB7CX6S4074803   
LINCOLN              | TOWN CAR                       | 2LNHM82V69X614320   
JEEP                 | COMPASS                        | 1C4NJDEB3HD108430   
LEXUS                | LX600                          | JTJPB7CX3N4002221   
LAND ROVER           | DISCOVERY SPORT                | L2CCA2B12RG179969   
LAND ROVER           | DISCOVERY SPORT                | SALCP2BG2GH549427   
LINCOLN              | TOWN CAR                       | 1LNHM82W85Y634166   
JEEP                 | COMPASS                        | 3C4NJDBB1KT813166   
LAND ROVER           | DISCOVERY SPORT                | L2CCA2B11SG186756   
LINCOLN              | TOWN CAR                       | 2LN8L8CVX8X759678   
Lexus                | LX600                          | JTJPB7CX4P4025736   
LINCOLN              | TOWN CAR                       | 2LNHM82W18X657468   
LEXUS                | LX600                          | JTJPBBCX6P4030925   
Land Rover           | DISCOVERY SPORT                | L2CCA2B17RG185721   
LAND ROVER           | DISCOVERY SPORT                | SALCA2BG7HH640650   
LEXUS                | LX600                          | JTJPB7CX3R4066569   
LINCOLN              | TOWN CAR                       | 1LNHM83W93Y693027   
LINCOLN              | TOWN CAR                       | 2LNHM82V59X610811   
LEXUS                | LX600                          | JTJPBACX2P4028843   
LEXUS                | LX600                          | JTJPBACX0N4002285   
JEEP                 | COMPASS                        | 3C4NJDBN3RT132852   
LINCOLN              | TOWN CAR                       | 1LNHM83W9YY843385   
JEEP                 | COMPASS                        | 1C4NJDAB3DD217633   
MERCEDES BENZ        | CLA250                         | WDDSJ4GB2HN493687   
MERCEDES BENZ        | CLA250                         | W1K5J4GB0NN264207   
MERCEDES BENZ        | CLS350                         | W1K2J5AB7NA097790   
NISSAN               | 2400                           | JN6PD23S76X201175   
NISSAN               | 2400                           | JN6DD23S68X224503   
LEXUS                | GS350                          | JTHBZ1BLXKA018478   
LEXUS                | GS350                          | JTHBE5BL1FA001271   
FORD                 | ECOSPORT                       | MAJFK1BZ4NAK67154   
KIA                  | K3                             | KNAF241BELA865590   
BMW                  | 520i                           | WBA71AG0XNWX61515   
GEELY                | COOLRAY                        | LB37622ZXSX616454   
KIA                  | K3                             | KNAFX412BFA520855   
MERCEDES-BENZ        | CLS350                         | W1K2J5AB3PA121294   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB1MN191457   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB5RN456002   
LEXUS                | GS350                          | JTHCE96S690022933   
BMW                  | 520i                           | WBAJA1104JBH85747   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB1SN503886   
KIA                  | K3                             | KNAF241BELA865429   
MERCEDES BENZ        | CLA250                         | W1K5J4HB8RN479208   
LEXUS                | GS350                          | JTHEZ1BLXLA020049   
MERCEDES BENZ        | CLS350                         | WDD2J5AB4LA051153   
LEXUS                | GS350                          | JTHBE1BL6E5044200   
LEXUS                | GS350                          | JTHCZ1BL1KA011956   
GEELY                | COOLRAY                        | LB3762KZ3SX512114   
GEELY                | COOLRAY                        | LB3762KZ3RX505349   
MITSUBISHI           | L 200                          | JJ7BCE1KX2L007694   
SKODA                | OCTAVIA                        | TMBCA41Z7D2006810   
SKODA                | OCTAVIA                        | TMBCA41Z962147302   
BMW                  | 520i                           | WBA11FJ020CP95289   
BMW                  | 520i                           | WBA5C3109ED949539   
LEXUS                | GS350                          | JTHBZ5BL9JA015349   
KIA                  | K3                             | KNAFK412BEA214924   
MERCEDES BENZ        | CLA250                         | W1K5J4HB9SN533072   
MERCEDES BENZ        | CLS350                         | W1K2J5AB3LA076187   
MERCEDES BENZ        | CLA250                         | W1K5J4GB8SN496324   
MERCEDES BENZ        | CLS350                         | WDDDJ56X89A141072   
MERCEDES-BENZ        | CLA250                         | W1K5J4HBXRN437820   
MERCEDES BENZ        | CLA250                         | W1K5J4GB7MN168444   
KIA                  | K3                             | KNAFZ412BDA006944   
MERCEDES BENZ        | CLA250                         | W1K5J4HB2RN437455   
LEXUS                | GS350                          | JTHCE1BL405028025   
MERCEDES BENZ        | CLS350                         | WDD2183591A009048   
MERCEDES BENZ        | CLS350                         | W1K2J5AB3PA121294   
MERCEDES BENZ        | CLA250                         | W1K5J4HBONN265534   
BMW                  | 520i                           | WBAJA1A02KWE61044   
MERCEDES BENZ        | CLS350                         | W1K2J5AB7PA116115   
MERCEDES BENZ        | CLS350                         | W1K2J5AB1MA086914   
NISSAN               | L 200                          | FGD21000544          (Error: No module named 'shap')
LEXUS                | GS350                          | JTHBE1BL1FA006561   
Geely                | COOLRAY                        | LB3762KZ9RX509969   
GEELY                | COOLRAY                        | LB3762KZ6PX403735   
LEXUS                | GS350                          | JTHCZ1BL6JA009960   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB2LN113428   
MERCEDES-BENZ        | CLS350                         | W1K2J5AB7PA116115   
MERCEDES BENZ        | CLS350                         | WDD2J5AB8KA023502   
SKODA                | OCTAVIA                        | TMBAE4NE6F0184080   
BMW                  | 520i                           | HCR32021525          (Error: No module named 'shap')
MERCEDES BENZ        | CLA250                         | W1K5J4HB6NN282709   
SKODA                | OCTAVIA                        | TMBAN6NE1L0102022   
GEELY                | COOLRAY                        | LB37622Z0SX614826   
GEELY                | COOLRAY                        | LB3762KZ9RX506571   
MERCEDES BENZ        | CLS350                         | W1K2J5AB5LA074604   
MERCEDES BENZ        | CLS350                         | W1K2J5AB7LA055343   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB6NN314560   
MERCEDES BENZ        | CLA250                         | W1K5J4GB4MN164982   
MERCEDES BENZ        | CLS350                         | WDD2573611A021783   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB9PN373802   
MERCEDES BENZ        | CLA250                         | W1K5J4HB2MN166356   
LEXUS                | GS350                          | JTHCZ1BL0KA011740   
MERCEDES BENZ        | CLA250                         | WDDSJ4EB6KN745337   
SKODA                | OCTAVIA                        | TMBCA41Z372108884   
SKODA                | OCTAVIA                        | TMBCA41Z1B2011983   
LEXUS                | GS350                          | JTHBE1BL5FA014520   
LEXUS                | GS350                          | JTHCZ1BL7HA007189   
LEXUS                | GS350                          | JTHCE1KSXA0024499   
MERCEDES BENZ        | CLS350                         | WDD2183591A058508   
SKODA                | OCTAVIA                        | TMBAC4NX1MY113388   
GEELY                | COOLRAY                        | LB3762KZ2TX507813   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB5RN454539   
KIA                  | K3                             | KNAFZ412BDA046122   
KIA                  | K3                             | KNAFX412BHA975197   
MERCEDES BENZ        | CLS350                         | W1K2J5AB0LA078236   
NISSAN               | 2400                           | JN1A3GD22Z0000245   
BMW                  | 520i                           | WBAXG1108DDW31458   
SKODA                | OCTAVIA                        | TMBAC7NX7PY158230   
GEELY                | COOLRAY                        | LB3F31S21PG016415   
GEELY                | COOLRAY                        | L6T79P2N1PP094849   
LEXUS                | GS350                          | JTHBZ1BL7GA004657   
GEELY                | COOLRAY                        | LB3762KZ1VX501309   
SKODA                | OCTAVIA                        | TMBCA41Z4D2006750   
KIA                  | K3                             | KNAFK412BEA197426   
GEELY                | COOLRAY                        | LB3762KZ5SX507030   
MERCEDES BENZ        | CLA250                         | WDDSJ4GB6HN444721   
LEXUS                | GS350                          | JTHFZ1CL9LA012561   
SKODA                | OCTAVIA                        | TMBBA41Z382218606   
LEXUS                | GS350                          | JTHCE1BL0E5028238   
GEELY                | COOLRAY                        | LB3762KZ6SX502970   
NISSAN               | 2400                           | 3N6DD23X8GK014321   
BMW                  | 520i                           | WBAEH31026B701745   
Geely                | COOLRAY                        | LB3762KZ8TX500686   
GEELY                | COOLRAY                        | LB3762KZ5RX508267   
GEELY                | COOLRAY                        | LB3762KZ0TX500777   
BMW                  | 520i                           | WBA71AG05PCK98915   
MERCEDES BENZ        | CLS350                         | WDD2193561A082568   
GEELY                | COOLRAY                        | LB3762KZ2SX513853   
KIA                  | K3                             | KNDNC5H36N6071099   
LEXUS                | GS350                          | JTHCZ1BL9GA002476   
GEELY                | COOLRAY                        | LB3762KZ2RX507464   
